link,adresse,rent,rooms,size
https://www.immowelt.de/expose/2ayya54,Berlin (Grunewald),7.290 €,7.5 Zi.,284 m²
https://www.immowelt.de/expose/2agx954,Berlin (Gesundbrunnen),1.212 €,2 Zi.,69 m²
https://www.immowelt.de/expose/2a5w954,Berlin (Mitte),1.350 €,3.5 Zi.,71 m²
https://www.immowelt.de/expose/28feq5f,Berlin (Biesdorf),1.600 €,2.5 Zi.,102 m²
https://www.immowelt.de/expose/2v47d44,"Helene-Jacobs-Straße 22, Berlin (Schmargendorf)",220 €,,
https://www.immowelt.de/expose/2aqs554,Berlin (Prenzlauer Berg),2.300 €,3 Zi.,95 m²
https://www.immowelt.de/expose/2a4s554,Berlin (Marzahn),408 €,3.5 Zi.,70 m²
https://www.immowelt.de/expose/2a6g254,"Spreestr. 8a, Berlin (Niederschöneweide)",489 €,1 Zi.,23 m²
https://www.immowelt.de/expose/2a3mx53,"Pufendorfstraße 4, 4A-D, Berlin (Friedrichshain)",2.340 €,3 Zi.,83.45 m²
https://www.immowelt.de/expose/2azz855,Berlin (Oberschöneweide),599 €,1 Zi.,12 m²
https://www.immowelt.de/expose/2axz855,Berlin (Oberschöneweide),594 €,1 Zi.,11.8 m²
https://www.immowelt.de/expose/2axy855,Berlin (Köpenick),798 €,1 Zi.,29 m²
https://www.immowelt.de/expose/2afkw53,"Wilhelm-Casper-Wegely-Platz 1, Berlin (Westend)",2.950 €,3 Zi.,74 m²
https://www.immowelt.de/expose/2ajx855,Berlin (Oberschöneweide),546 €,1 Zi.,12 m²
https://www.immowelt.de/expose/2adx855,Berlin (Oberschöneweide),618 €,1 Zi.,18 m²
https://www.immowelt.de/expose/2aghw53,"Liselotte-Herrmann-Straße 10, Berlin (Prenzlauer Berg)",1.720 €,2 Zi.,66 m²
https://www.immowelt.de/expose/2angw53,"Winsstraße 53, Berlin (Prenzlauer Berg)",2.800 €,4 Zi.,106 m²
https://www.immowelt.de/expose/2apfw53,"Paul-Robeson-Straße 43, Berlin (Prenzlauer Berg)",2.380 €,3 Zi.,104 m²
https://www.immowelt.de/expose/2acaw53,"Heisenbergstraße 5, Berlin (Charlottenburg)",3.890 €,4 Zi.,113 m²
https://www.immowelt.de/expose/2ay7w53,"Kurfürstendamm 167-168, Berlin (Wilmersdorf)",1.470 €,1 Zi.,37 m²
https://www.immowelt.de/expose/2aj6w53,"Cotheniusstraße 17, Berlin (Prenzlauer Berg)",2.190 €,3 Zi.,77 m²
https://www.immowelt.de/expose/2awxv53,"Rodenbergstraße 1, Berlin (Prenzlauer Berg)",2.610 €,3 Zi.,117 m²
https://www.immowelt.de/expose/2axuv53,"Rodenbergstraße 1, Berlin (Prenzlauer Berg)",1.810 €,2 Zi.,69 m²
https://www.immowelt.de/expose/2aptv53,"Rodenbergstraße 1, Berlin (Prenzlauer Berg)",2.990 €,5 Zi.,129 m²
https://www.immowelt.de/expose/2amsv53,"Karlsruher Str. 18b, Berlin (Halensee)",3.140 €,3 Zi.,96 m²
https://www.immowelt.de/expose/2a6kv53,"Genthiner Str. 51, Berlin (Tiergarten)",2.120 €,2 Zi.,61 m²
https://www.immowelt.de/expose/2a5tu53,"Hadlichstraße 24, Berlin (Pankow)","1.777,50 €",4 Zi.,118.5 m²
https://www.immowelt.de/expose/2aavr53,Berlin (Kreuzberg),1.000 €,2 Zi.,36 m²
https://www.immowelt.de/expose/2agfr53,Berlin-Spandau (Spandau),3.500 €,5 Zi.,200 m²
https://www.immowelt.de/expose/2axzp53,"Charlottenstr. 15, Berlin (Spandau)","835,65 €",3 Zi.,78.21 m²
https://www.immowelt.de/expose/29lpa5w,"Metzerstr 5, Berlin (Spandau)",950 €,2 Zi.,59 m²
https://www.immowelt.de/expose/29u6l5h,Berlin (Grunewald),4.990 €,3.5 Zi.,200 m²
https://www.immowelt.de/expose/2al2p53,"General-barby-straße 53, Berlin (Reinickendorf)",1.650 €,3 Zi.,80 m²
https://www.immowelt.de/expose/2atzh53,"Skarbinastr. 78, Berlin (Lichtenrade)","516,87 €",2 Zi.,63.89 m²
https://www.immowelt.de/expose/2anpg53,"Treskowstr. 22, Berlin (Heinersdorf)",1.350 €,2 Zi.,55.49 m²
https://www.immowelt.de/expose/2a29f53,Berlin (Wilmersdorf),1.707 €,2.5 Zi.,75.53 m²
https://www.immowelt.de/expose/2a7zz53,Berlin (Charlottenburg),2.350 €,3 Zi.,70 m²
https://www.immowelt.de/expose/2a7hc53,"Paulsborner Str. 76, Berlin (Halensee)",350 €,1 Zi.,48.08 m²
https://www.immowelt.de/expose/2ab6b53,Berlin (Friedrichshain),1.665 €,2 Zi.,56 m²
https://www.immowelt.de/expose/2a6x855,Berlin (Friedrichsfelde),745 €,1 Zi.,25.78 m²
https://www.immowelt.de/expose/2a4x855,Berlin (Friedrichsfelde),745 €,1 Zi.,27.83 m²
https://www.immowelt.de/expose/2agd853,"Gotenstr. 37, Berlin (Schöneberg)",2.000 €,3 Zi.,80 m²
https://www.immowelt.de/expose/2afq553,"Kneippstraße 35, Berlin (Hermsdorf)","997,35 €",2 Zi.,81.39 m²
https://www.immowelt.de/expose/2ayx453,Berlin (Charlottenburg),1.700 €,2 Zi.,54 m²
https://www.immowelt.de/expose/2afn453,Berlin (Schöneberg),3.000 €,4 Zi.,148 m²
https://www.immowelt.de/expose/2apb453,"Kastanienallee 136, Berlin (Hellersdorf)",489 €,1 Zi.,35.69 m²
https://www.immowelt.de/expose/2an7453,"Kastanienallee 108, Berlin (Hellersdorf)",689 €,3 Zi.,69.86 m²
https://www.immowelt.de/expose/2alz353,"Stendaler Straße 45, Berlin (Hellersdorf)",489 €,1 Zi.,34.38 m²
https://www.immowelt.de/expose/2a8w353,"Hellersdorfer Straße 233, Berlin (Hellersdorf)",769 €,3 Zi.,74.34 m²
https://www.immowelt.de/expose/2ap2955,Berlin (Prenzlauer Berg),1.115 €,1 Zi.,36.73 m²
https://www.immowelt.de/expose/2aj2955,Berlin (Prenzlauer Berg),1.485 €,2 Zi.,53.6 m²
https://www.immowelt.de/expose/2akez52,Berlin (Friedrichshain),990 €,2 Zi.,45.1 m²
https://www.immowelt.de/expose/2adky52,"kestenzeile 24, Berlin (Buckow)",1.350 €,2 Zi.,48 m²
https://www.immowelt.de/expose/2ajax52,"Bernauer Straße 108, Berlin (Tegel)",849 €,2 Zi.,58.13 m²
https://www.immowelt.de/expose/2aaas52,Berlin (Wedding),405 €,2 Zi.,51 m²
https://www.immowelt.de/expose/2ag5s52,Berlin (Moabit),500 €,1.5 Zi.,40 m²
https://www.immowelt.de/expose/2ad5s52,Berlin (Oberschöneweide),749 €,2 Zi.,88 m²
https://www.immowelt.de/expose/299u25y,Berlin (Spandau),1.200 €,2 Zi.,40 m²
https://www.immowelt.de/expose/297se5v,"Kiekebuschstr. 11, Berlin (Köpenick)",650 €,1 Zi.,33.5 m²
https://www.immowelt.de/expose/29b5u5n,Berlin (Grunewald),2.950 €,3 Zi.,141.75 m²
https://www.immowelt.de/expose/2aqxq52,Berlin (Neukölln),1.650 €,2 Zi.,86 m²
https://www.immowelt.de/expose/2a47n52,"Eichborndamm 84, Berlin (Reinickendorf)",720 €,2.5 Zi.,83 m²
https://www.immowelt.de/expose/2a5em52,"Treskowstraße 21, Berlin (Heinersdorf)","781,92 €",1 Zi.,32.58 m²
https://www.immowelt.de/expose/2a42m52,"Wilhelmstrasse 13, Berlin (Hermsdorf)","943,76 €",1 Zi.,35.75 m²
https://www.immowelt.de/expose/2ah6l52,"Am Tierpark 25, Berlin (Friedrichsfelde)",1.080 €,1 Zi.,34 m²
https://www.immowelt.de/expose/297vq5p,Berlin (Friedrichshain),1.900 €,2.5 Zi.,80 m²
https://www.immowelt.de/expose/2tt4e4t,"Reinbeckstraße 4-8, Berlin (Oberschöneweide)",330 €,1 Zi.,15 m²
https://www.immowelt.de/expose/2at2552,Berlin (Wilmersdorf),2.490 €,3 Zi.,91.2 m²
https://www.immowelt.de/expose/2amb352,"Parrisiusstr. 34, Berlin (Köpenick)","645,26 €",1 Zi.,46 m²
https://www.immowelt.de/expose/2ac3452,"Bergstraße 4, Berlin (Steglitz)",1.200 €,2 Zi.,56 m²
https://www.immowelt.de/expose/2agz352,"Gervinusstraße 2, Berlin (Charlottenburg)",1.712 €,3 Zi.,87 m²
https://www.immowelt.de/expose/2apu352,"Pfarrr-Theile-Str 85-99, Berlin (Spandau)",1.600 €,3 Zi.,80 m²
https://www.immowelt.de/expose/2alh352,Berlin (Friedrichshain),498 €,1 Zi.,36 m²
https://www.immowelt.de/expose/2ada352,Berlin (Pankow),"1.777,43 €",2 Zi.,91.15 m²
https://www.immowelt.de/expose/2a3p252,"Landsberger Allee 20-22, Berlin (Friedrichshain)",2.200 €,6 Zi.,130 m²
https://www.immowelt.de/expose/292cy5z,Berlin (Charlottenburg),2.300 €,2 Zi.,83 m²
https://www.immowelt.de/expose/29kbx5z,"Röbellweg 2, Berlin (Buch)",2.024 €,3 Zi.,153.39 m²
https://www.immowelt.de/expose/293lw5z,Berlin (Charlottenburg),2.100 €,2 Zi.,71 m²
https://www.immowelt.de/expose/29mzv5z,Berlin (Charlottenburg),2.200 €,2 Zi.,75 m²
https://www.immowelt.de/expose/29wmv5z,Berlin (Westend),1.590 €,2 Zi.,60 m²
https://www.immowelt.de/expose/29vkv5z,"Ingeborg-Feustel-Straße 5, Berlin (Hellersdorf)","705,67 €",2 Zi.,59.3 m²
https://www.immowelt.de/expose/29ukv5z,"Schonensche Straße 43, Berlin (Pankow)","1.634,03 €",3 Zi.,92 m²
https://www.immowelt.de/expose/29pkv5z,"Ingeborg-Feustel-Straße 1, Berlin (Hellersdorf)","540,38 €",1 Zi.,45.41 m²
https://www.immowelt.de/expose/29jkv5z,"Sarah-Kirsch-Straße 5, Berlin (Hellersdorf)","1.051,84 €",4 Zi.,88.39 m²
https://www.immowelt.de/expose/29rcu5z,"Wallstraße 18, Berlin (Mitte)",1.850 €,2 Zi.,63.7 m²
https://www.immowelt.de/expose/29mlt5z,"Rhinstraße 7, Berlin (Friedrichsfelde)",849 €,3 Zi.,71.2 m²
https://www.immowelt.de/expose/29rgt5z,"Rhinstraße 1, Berlin (Friedrichsfelde)",519 €,1 Zi.,37.17 m²
https://www.immowelt.de/expose/297dt5z,Berlin-Weißensee (Weißensee),1.348 €,4 Zi.,109 m²
https://www.immowelt.de/expose/292qr5z,"Röländer Straße 44, Berlin (Karow)",1.199 €,4 Zi.,87.69 m²
https://www.immowelt.de/expose/29d9r5z,"Freibergstrasse 6, Berlin (Mariendorf)",2.310 €,4 Zi.,140 m²
https://www.immowelt.de/expose/2am2955,Berlin (Lichtenberg),899 €,1 Zi.,15.23 m²
https://www.immowelt.de/expose/2ah2955,Berlin (Prenzlauer Berg),1.515 €,2 Zi.,53.6 m²
https://www.immowelt.de/expose/2ag2955,Berlin (Prenzlauer Berg),1.525 €,2 Zi.,55.28 m²
https://www.immowelt.de/expose/2959g5z,Berlin (Spandau),1.150 €,2.5 Zi.,66 m²
https://www.immowelt.de/expose/29bec5z,"Quartiersweg 4, Berlin (Schöneberg)","1.901,82 €",1.5 Zi.,88.87 m²
https://www.immowelt.de/expose/29rcc5z,"Simon-Bolivar-Str. 3, Berlin (Alt-Hohenschönhausen)",900 €,2 Zi.,53.7 m²
https://www.immowelt.de/expose/299395z,"Christburger Straße 18, Berlin (Prenzlauer Berg)",1.000 €,2.5 Zi.,121 m²
https://www.immowelt.de/expose/29c795z,"Uhlandstr. 61, Berlin (Wilmersdorf)",2.400 €,3 Zi.,135 m²
https://www.immowelt.de/expose/293pm5m,Berlin (Hellersdorf),750 €,2 Zi.,58 m²
https://www.immowelt.de/expose/29hcz5y,"Stresemannstraße 99, Berlin (Kreuzberg)",3.840 €,3 Zi.,149.92 m²
https://www.immowelt.de/expose/2acb453,Berlin (Charlottenburg),2.500 €,3 Zi.,70 m²
https://www.immowelt.de/expose/29r8v5y,"Kastanienallee 51, Berlin (Hellersdorf)","328,76 €",1 Zi.,24.72 m²
https://www.immowelt.de/expose/29blp5y,Berlin (Steglitz),1.980 €,3 Zi.,104 m²
https://www.immowelt.de/expose/2ae2955,Berlin (Mitte),1.397 €,2 Zi.,49.26 m²
https://www.immowelt.de/expose/2atw855,Berlin (Heinersdorf),1.010 €,1 Zi.,37.19 m²
https://www.immowelt.de/expose/2a2y855,Berlin (Friedrichsfelde),1.547 €,3 Zi.,71.87 m²
https://www.immowelt.de/expose/29grh5y,"Moltkestr. 52, Berlin (Lichterfelde)",1.250 €,3 Zi.,101.13 m²
https://www.immowelt.de/expose/29rff5y,"Konrad-Zuse-Straße 4, Berlin (Adlershof)","608,14 €",1 Zi.,41.37 m²
https://www.immowelt.de/expose/29wae5y,Berlin (Kreuzberg),1.600 €,3 Zi.,77 m²
https://www.immowelt.de/expose/29r9c5y,"Mühsamstraße 69, Berlin (Friedrichshain)",3.000 €,4 Zi.,136 m²
https://www.immowelt.de/expose/29jrc5y,"Gartenstraße WE 05. 11 85, Berlin (Gesundbrunnen)","2.344,04 €",4 Zi.,86 m²
https://www.immowelt.de/expose/298za5y,Berlin (Charlottenburg),2.900 €,4 Zi.,120 m²
